title,rating,year,actors,languages,runtime,url
Snatch,8.3,2000,Jason Statham; Brad Pitt; Stephen Graham; Vinnie Jones,English;Russian,104,https://www.imdb.com//title/tt0208092/
Memento,8.5,2000,Guy Pearce; Carrie-Anne Moss; Joe Pantoliano; Mark Boone Junior,English,113,https://www.imdb.com//title/tt0209144/
Gladiator,8.5,2000,Russell Crowe; Joaquin Phoenix; Connie Nielsen; Oliver Reed,English,155,https://www.imdb.com//title/tt0172495/
O Auto da Compadecida,8.6,2000,Matheus Nachtergaele; Selton Mello; Rogério Cardoso; Denise Fraga,Portuguese;Latin,104,https://www.imdb.com//title/tt0271383/
Dil Chahta Hai,8.1,2001,Aamir Khan; Saif Ali Khan; Akshaye Khanna; Preity Zinta,Hindi,183,https://www.imdb.com//title/tt0292490/
A Beautiful Mind,8.2,2001,Russell Crowe; Ed Harris; Jennifer Connelly; Christopher Plummer,English,135,https://www.imdb.com//title/tt0268978/
Le fabuleux destin d'Amélie Poulain,8.3,2001,Audrey Tautou; Mathieu Kassovitz; Rufus; Lorella Cravotta,French;Russian;English,122,https://www.imdb.com//title/tt0211915/
Spirited Away,8.6,2001,Daveigh Chase; Suzanne Pleshette; Miyu Irino; Rumi Hiiragi,Japanese;English,125,https://www.imdb.com//title/tt0245429/
The Lord of the Rings: The Fellowship of the Ring,8.8,2001,Elijah Wood; Ian McKellen; Orlando Bloom; Sean Bean,English;Sindarin,178,https://www.imdb.com//title/tt0120737/
Cidade de Deus,8.6,2002,Alexandre Rodrigues; Leandro Firmino; Matheus Nachtergaele; Phellipe Haagensen,Portuguese,130,https://www.imdb.com//title/tt0317248/
The Lord of the Rings: The Two Towers,8.8,2002,Elijah Wood; Ian McKellen; Viggo Mortensen; Orlando Bloom,English;Sindarin;Old English,179,https://www.imdb.com//title/tt0167261/
Filantropica,8.4,2002,Mircea Diaconu; Gheorghe Dinica; Mara Nicolescu; Viorica Voda,Romanian,110,https://www.imdb.com//title/tt0314067/
Kannathil Muthamittal,8.4,2002,Madhavan; Simran; Prakash Raj; Nandita Das,Tamil,136,https://www.imdb.com//title/tt0312859/
The Pianist,8.5,2002,Adrien Brody; Thomas Kretschmann; Frank Finlay; Emilia Fox,English;German;Russian,150,https://www.imdb.com//title/tt0253474/
Profesionalac,8.4,2003,Bora Todorovic; Branislav Lecic; Natasa Ninkovic; Dragan Jovanovic,Serbian,104,https://www.imdb.com//title/tt0339535/
Oldeuboi,8.4,2003,Choi Min-sik; Yoo Ji-Tae; Kang Hye-jeong; Kim Byeong-Ok,Korean,120,https://www.imdb.com//title/tt0364569/
La meglio gioventù,8.5,2003,Luigi Lo Cascio; Alessio Boni; Jasmine Trinca; Adriana Asti,Italian;English;Norwegian,366,https://www.imdb.com//title/tt0346336/
Anbe Sivam,8.7,2003,Kamal Haasan; Madhavan; Kiran Rathod; Nassar,Tamil,160,https://www.imdb.com//title/tt0367495/
The Lord of the Rings: The Return of the King,9.0,2003,Elijah Wood; Viggo Mortensen; Ian McKellen; Orlando Bloom,English;Quenya;Old English;Sindarin,201,https://www.imdb.com//title/tt0167260/
Eternal Sunshine of the Spotless Mind,8.3,2004,Jim Carrey; Kate Winslet; Tom Wilkinson; Gerry Robert Byrne,English,108,https://www.imdb.com//title/tt0338013/
Black Friday,8.4,2004,Kay Kay Menon; Pawan Malhotra; Aditya Srivastav; Dibyendu Bhattacharya,Hindi;English,143,https://www.imdb.com//title/tt0400234/
Virumandi,8.4,2004,Kamal Haasan; Abhirami; Pasupathy; Napolean,Tamil,175,https://www.imdb.com//title/tt0364647/
Kad porastem bicu Kengur,8.4,2004,Sergej Trifunovic; Marija Karan; Nebojsa Glogovac; Boris Milivojevic,Serbian,92,https://www.imdb.com//title/tt0383846/
Marmoulak,8.5,2004,Parviz Parastui; Bahram Ebrahimi; Shahrokh Foroutanian; Farideh Sepah Mansour,Persian,115,https://www.imdb.com//title/tt0416960/
Graves End,8.7,2005,Eric Roberts; Steven Williams; Daniel Roebuck; Valerie Mikita,English,90,https://www.imdb.com//title/tt0419781/
Anniyan,8.3,2005,Vikram; Sada; Prakash Raj; Vivek,Tamil,181,https://www.imdb.com//title/tt0376127/
Athadu,8.3,2005,Mahesh Babu; Trisha Krishnan; Prakash Raj; Sonu Sood,Hindi;Telugu,172,https://www.imdb.com//title/tt0471571/
V for Vendetta,8.2,2005,Hugo Weaving; Natalie Portman; Rupert Graves; Stephen Rea,English,132,https://www.imdb.com//title/tt0434409/
Batman Begins,8.2,2005,Christian Bale; Michael Caine; Ken Watanabe; Liam Neeson,English;Mandarin,140,https://www.imdb.com//title/tt0372784/
Khosla Ka Ghosla!,8.3,2006,Anupam Kher; Boman Irani; Parvin Dabas; Tara Sharma,Hindi,135,https://www.imdb.com//title/tt0466460/
Das Leben der Anderen,8.4,2006,Ulrich Mühe; Martina Gedeck; Sebastian Koch; Ulrich Tukur,German,137,https://www.imdb.com//title/tt0405094/
The Departed,8.5,2006,Leonardo DiCaprio; Matt Damon; Jack Nicholson; Mark Wahlberg,English;Cantonese,151,https://www.imdb.com//title/tt0407887/
Pudhu Pettai,8.5,2006,Dhanush; Sneha; Sonia Agarwal; Azhagam Perumal,Tamil,168,https://www.imdb.com//title/tt0459516/
The Prestige,8.5,2006,Christian Bale; Hugh Jackman; Scarlett Johansson; Michael Caine,English,130,https://www.imdb.com//title/tt0482571/
Into the Wild,8.1,2007,Emile Hirsch; Vince Vaughn; Catherine Keener; Marcia Gay Harden,English;Danish,148,https://www.imdb.com//title/tt0758758/
No Country for Old Men,8.2,2007,Tommy Lee Jones; Javier Bardem; Josh Brolin; Woody Harrelson,English;Spanish,122,https://www.imdb.com//title/tt0477348/
There Will Be Blood,8.2,2007,Daniel Day-Lewis; Paul Dano; Ciarán Hinds; Martin Stringer,English;American Sign Language,158,https://www.imdb.com//title/tt0469494/
Khuda Kay Liye,8.4,2007,Shaan Shahid; Fawad Khan; Iman Ali; Austin Marie Sayre,Urdu;English,168,https://www.imdb.com//title/tt1068956/
Taare Zameen Par,8.4,2007,Darsheel Safary; Aamir Khan; Tisca Chopra; Vipin Sharma,Hindi,165,https://www.imdb.com//title/tt0986264/
WALL·E,8.4,2008,Ben Burtt; Elissa Knight; Jeff Garlin; Fred Willard,English;Hindi,98,https://www.imdb.com//title/tt0910970/
The Dark Knight,9.0,2008,Christian Bale; Heath Ledger; Aaron Eckhart; Michael Caine,English;Mandarin,152,https://www.imdb.com//title/tt0468569/
A Wednesday,8.1,2008,Anupam Kher; Naseeruddin Shah; Virendra Saxena; Mahesh Kanual,Urdu;Hindi,104,https://www.imdb.com//title/tt1280558/
Aasef ala el-iz'ag,8.1,2008,Fares Bakr; Ahmed Helmy; Menna Shalabi; Mahmoud Hemida,Arabic,116,https://www.imdb.com//title/tt1282371/
Vaaranam Aayiram,8.3,2008,Suriya; Simran; Ramya; Sameera Reddy,Tamil,169,https://www.imdb.com//title/tt1180583/
El secreto de sus ojos,8.2,2009,Ricardo Darín; Soledad Villamil; Pablo Rago; Carla Quevedo,Spanish,129,https://www.imdb.com//title/tt1305806/
Up,8.3,2009,Edward Asner; Jordan Nagai; John Ratzenberger; Christopher Plummer,English,96,https://www.imdb.com//title/tt1049413/
Inglourious Basterds,8.3,2009,Brad Pitt; Diane Kruger; Eli Roth; Mélanie Laurent,English;German;French;Italian,153,https://www.imdb.com//title/tt0361748/
3 Idiots,8.4,2009,Aamir Khan; Madhavan; Mona Singh; Sharman Joshi,Hindi;English,170,https://www.imdb.com//title/tt1187043/
Monpura,8.8,2009,Chanchal Chowdhury; Farhana Mili; Shirin Alam; Mohiuddin Bahar,Bengali,136,https://www.imdb.com//title/tt1621830/
Pranchiyettan and the Saint,8.3,2010,Jesse Fox Allen; Innocent; Mammootty; Biju Menon,Malayalam,140,https://www.imdb.com//title/tt1695800/
Incendies,8.3,2010,Lubna Azabal; Mélissa Désormeaux-Poulin; Maxim Gaudette; Mustafa Kamel,French;Arabic;English,131,https://www.imdb.com//title/tt1255953/
Toy Story 3,8.3,2010,Tom Hanks; Tim Allen; Joan Cusack; Ned Beatty,English;Spanish,103,https://www.imdb.com//title/tt0435761/
Inception,8.8,2010,Leonardo DiCaprio; Joseph Gordon-Levitt; Elliot Page; Ken Watanabe,English;Japanese;French,148,https://www.imdb.com//title/tt1375666/
Les Misérables in Concert: The 25th Anniversary,8.8,2010,Alfie Boe; Norm Lewis; Matt Lucas; Jenny Galloway,English,178,https://www.imdb.com//title/tt1754109/
Love on a Leash,8.8,2011,Gloria Winship Ayon; Shane Ayon; Jana Camp; Stephen Kramer Glickman,,90,https://www.imdb.com//title/tt2185022/
Kill Bill: The Whole Bloody Affair,8.8,2011,Uma Thurman; Vivica A. Fox; Michael Madsen; Daryl Hannah,English;Japanese;Mandarin;French;Cantonese;Spanish,247,https://www.imdb.com//title/tt6019206/
The Phantom of the Opera at the Royal Albert Hall,8.8,2011,Ramin Karimloo; Sierra Boggess; Hadley Fraser; Wendy Ferguson,English,137,https://www.imdb.com//title/tt2077886/
A Separation,8.3,2011,Payman Maadi; Leila Hatami; Sareh Bayat; Shahab Hosseini,Persian,123,https://www.imdb.com//title/tt1832382/
The Intouchables,8.5,2011,François Cluzet; Omar Sy; Anne Le Ny; Audrey Fleurot,French;English,112,https://www.imdb.com//title/tt1675434/
Gangs of Wasseypur,8.2,2012,Manoj Bajpayee; Richa Chadha; Nawazuddin Siddiqui; Tigmanshu Dhulia,Hindi,321,https://www.imdb.com//title/tt1954470/
Jagten,8.3,2012,Mads Mikkelsen; Thomas Bo Larsen; Annika Wedderkopp; Lasse Fogelstrøm,Danish;English;Polish,115,https://www.imdb.com//title/tt2106476/
Django Unchained,8.4,2012,Jamie Foxx; Christoph Waltz; Leonardo DiCaprio; Kerry Washington,English;German;French;Italian,165,https://www.imdb.com//title/tt1853728/
Miss Lovely,8.4,2012,Nawazuddin Siddiqui; Niharika Singh; Anil George; Zeena Bhatia,Hindi,113,https://www.imdb.com//title/tt1629715/
The Dark Knight Rises,8.4,2012,Christian Bale; Tom Hardy; Anne Hathaway; Gary Oldman,English;Arabic,164,https://www.imdb.com//title/tt1345836/
Bhaag Milkha Bhaag,8.2,2013,Farhan Akhtar; Japtej Singh; Divya Dutta; Pawan Malhotra,Hindi,186,https://www.imdb.com//title/tt2356180/
Drishyam,8.3,2013,Mohanlal; Meena; Asha Sharath; Ansiba,Malayalam,160,https://www.imdb.com//title/tt3417422/
Soodhu Kavvum,8.3,2013,Vijay Sethupathi; Sanchita Shetty; Radha Ravi; M.S. Bhaskar,Tamil,135,https://www.imdb.com//title/tt2877108/
Vishwaroopam,8.3,2013,Pooja Kumar; Miles Anderson; Kamal Haasan; Rahul Bose,Tamil;English;Hindi,148,https://www.imdb.com//title/tt2199711/
Lucia,8.4,2013,Sathish Neenasam; Sruthi Hariharan; Achyuth Kumar; Sabreen Baker,Kannada,135,https://www.imdb.com//title/tt2358592/
Wheels,8.6,2014,Donavon Warren; Patrick Hume; Diana Gettinger; Kevin McCorkle,English,115,https://www.imdb.com//title/tt2170667/
Interstellar,8.6,2014,Matthew McConaughey; Anne Hathaway; Jessica Chastain; Mackenzie Foy,English,169,https://www.imdb.com//title/tt0816692/
Ulidavaru Kandanthe,8.5,2014,Kishore Kumar G.; Rakshit Shetty; Thara; Achyuth Kumar,Kannada,154,https://www.imdb.com//title/tt3394420/
Chaar Sahibzaade,8.3,2014,Om Puri; Harman Baweja,Punjabi,135,https://www.imdb.com//title/tt4168188/
Whiplash,8.5,2014,Miles Teller; J.K. Simmons; Melissa Benoist; Paul Reiser,English,106,https://www.imdb.com//title/tt2582802/
Thani Oruvan,8.4,2015,Jayam Ravi; Arvind Swamy; Nayanthara; Nassar,Tamil,160,https://www.imdb.com//title/tt4987556/
Uppi 2,8.4,2015,Upendra; Kristina Akheeva; Parul Yadav; Sayaji Shinde,Kannada,135,https://www.imdb.com//title/tt4833824/
RangiTaranga,8.4,2015,Nirup Bhandari; Radhika Narayan; Avantika Shetty; Sai Kumar,Kannada,149,https://www.imdb.com//title/tt4432480/
Visaaranai,8.5,2015,Dinesh; Samuthirakani; Anandhi; Murugadass,Tamil,117,https://www.imdb.com//title/tt4991384/
Bizim Hikaye,9.0,2015,Cansel Elcin; Luk Piyes; Sera Tokdemir; Naz Elmas,Turkish,97,https://www.imdb.com//title/tt4558362/
Sairat,8.4,2016,Rinku Rajguru; Akash Thosar; Arbaz Shaikh; Tanaji Galgunde,Marathi,174,https://www.imdb.com//title/tt5312232/
Aruvi,8.5,2016,Aditi Balan; Padmashri Mohammad Ali; Pradeep Anthony; Arnold,Tamil,130,https://www.imdb.com//title/tt5867800/
Dag II,8.7,2016,Caglar Ertugrul; Ufuk Bayraktar; Ahu Türkpençe; Murat Serezli,Turkish,135,https://www.imdb.com//title/tt5813916/
Natsamrat,8.9,2016,Nana Patekar; Medha Manjrekar; Mrunmayee Deshpande; Sunil Barve,Marathi,166,https://www.imdb.com//title/tt5311546/
Aynabaji,9.2,2016,Chanchal Chowdhury; Masuma Rahman Nabila; Partha Barua; Lutfur Rahman George,Bengali,147,https://www.imdb.com//title/tt5354160/
Aloko Udapadi,9.3,2017,Uddika Premarathna; Dilhani Ekanayake; Roshan Ravindra; Menaka Peiris,Sinhala;Tamil,113,https://www.imdb.com//title/tt5963218/
Ayla: The Daughter of War,8.4,2017,Çetin Tekindor; Ismail Hacioglu; Kyung-jin Lee; Kim Seol,Turkish;Korean;English;Chinese,125,https://www.imdb.com//title/tt6316138/
Coco,8.4,2017,Anthony Gonzalez; Gael García Bernal; Benjamin Bratt; Alanna Ubach,English;Spanish,105,https://www.imdb.com//title/tt2380307/
Baahubali 2: The Conclusion,8.3,2017,Prabhas; Rana Daggubati; Anushka Shetty; Tamannaah Bhatia,Telugu;Tamil;Hindi,167,https://www.imdb.com//title/tt4849438/
Vikram Vedha,8.3,2017,Madhavan; Vijay Sethupathi; Shraddha Srinath; Kathir,Tamil,147,https://www.imdb.com//title/tt6148156/
Mahanati,8.5,2018,Keerthy Suresh; Dulquer Salmaan; Samantha Ruth Prabhu; Vijay Deverakonda,Telugu;Tamil,177,https://www.imdb.com//title/tt7465992/
Avengers: Infinity War,8.5,2018,Robert Downey Jr.; Chris Hemsworth; Mark Ruffalo; Chris Evans,English,149,https://www.imdb.com//title/tt4154756/
Pariyerum Perumal,8.8,2018,Kathir; Anandhi; Yogi Babu; Lijeesh,Tamil,154,https://www.imdb.com//title/tt8176054/
C/o Kancharapalem,8.9,2018,Radha Bessy; Subba Rao Vepada; Praneeta Patnaik; Karthik Rathnam,Telugu,152,https://www.imdb.com//title/tt7391996/
Peranbu,9.1,2018,Mammootty; Sadhana; Anjali; Anjali Ameer,Tamil,147,https://www.imdb.com//title/tt7738784/
Kaithi,8.5,2019,Karthi; Narain; Ramana; George Maryan,Tamil,145,https://www.imdb.com//title/tt9900782/
Gisaengchung,8.5,2019,Kang-ho Song; Sun-kyun Lee; Yeo-jeong Cho; Choi Woo-sik,Korean;English,132,https://www.imdb.com//title/tt6751668/
Kumbalangi Nights,8.6,2019,Shane Nigam; Soubin Shahir; Fahadh Faasil; Sreenath Bhasi,Malayalam,135,https://www.imdb.com//title/tt8413338/
Jersey,8.6,2019,Nani; Shraddha Srinath; Sathyaraj; Harish Kalyan,Telugu,157,https://www.imdb.com//title/tt8948790/
Little Baby,8.7,2019,Priyanshu Chatterjee; Gulnaz Siganporia; Shivani Mahajan; Ravi Khanna,Hindi,105,https://www.imdb.com//title/tt8569206/
